"","datetime","wtr_0","wtr_2","wtr_3","wtr_4","wtr_5","wtr_1"
"941",2022-07-28 10:00:00,11.236,18.426,17.379,14.038,11.916,17.969
"942",2022-07-28 10:30:00,11.236,18.426,17.379,14.038,12.013,17.995
"943",2022-07-28 11:00:00,11.334,18.521,17.284,13.942,12.013,18.011
"944",2022-07-28 11:30:00,11.334,18.521,17.284,13.942,12.013,18.037
"945",2022-07-28 12:00:00,11.334,18.616,17.665,13.942,12.11,18.104
"946",2022-07-28 12:30:00,11.334,18.426,17.76,13.75,12.013,18.07
"947",2022-07-28 13:00:00,11.431,18.521,17.57,14.134,12.11,18.121
"948",2022-07-28 13:30:00,11.334,18.236,17.665,13.75,12.013,18.247
"949",2022-07-28 14:00:00,11.431,18.521,17.665,13.846,12.207,18.272
"950",2022-07-28 14:30:00,11.334,18.331,17.189,13.75,12.013,18.357
"951",2022-07-28 15:00:00,11.431,18.521,17.665,13.846,12.11,18.373
"952",2022-07-28 15:30:00,11.528,18.616,18.045,13.942,12.207,18.424
"953",2022-07-28 16:00:00,11.431,18.711,17.475,14.23,12.11,18.533
"954",2022-07-28 16:30:00,11.528,18.616,17.665,13.654,12.207,18.499
"955",2022-07-28 17:00:00,11.334,18.426,16.999,13.654,12.013,18.491
"956",2022-07-28 17:30:00,11.236,18.331,17.094,13.558,12.11,18.525
"957",2022-07-28 18:00:00,11.236,18.426,16.999,14.038,11.916,18.491
"958",2022-07-28 18:30:00,11.431,18.521,17.379,13.654,12.11,18.567
"959",2022-07-28 19:00:00,11.431,18.426,16.999,13.75,11.916,18.609
"960",2022-07-28 19:30:00,11.334,18.426,17.189,13.75,11.916,18.55
"961",2022-07-28 20:00:00,11.236,18.331,17.189,13.846,12.013,18.55
"962",2022-07-28 20:30:00,11.334,18.331,17.094,13.75,12.013,18.55
"963",2022-07-28 21:00:00,11.334,18.331,17.094,13.75,11.916,18.567
"964",2022-07-28 21:30:00,11.236,18.331,16.999,13.558,12.013,18.558
"965",2022-07-28 22:00:00,11.334,18.426,16.808,13.846,11.819,18.55
"966",2022-07-28 22:30:00,11.236,18.331,16.999,13.654,12.013,18.533
"967",2022-07-28 23:00:00,11.334,18.331,16.999,13.75,12.013,18.567
"968",2022-07-28 23:30:00,11.334,18.331,16.999,13.75,11.819,18.558
"969",2022-07-29 00:00:00,11.236,18.331,16.999,13.654,12.013,18.542
"970",2022-07-29 00:30:00,11.236,18.331,17.094,13.75,11.916,18.542
"971",2022-07-29 01:00:00,11.236,18.331,17.094,13.846,12.013,18.55
"972",2022-07-29 01:30:00,11.236,18.331,17.094,13.654,11.916,18.558
"973",2022-07-29 02:00:00,11.334,18.331,16.903,13.654,11.916,18.567
"974",2022-07-29 02:30:00,11.334,18.331,16.903,13.654,11.916,18.542
"975",2022-07-29 03:00:00,11.334,18.331,16.999,13.654,12.013,18.516
"976",2022-07-29 03:30:00,11.236,18.331,16.903,13.654,11.916,18.533
"977",2022-07-29 04:00:00,11.334,18.331,16.999,13.75,11.916,18.516
"978",2022-07-29 04:30:00,11.334,18.331,16.999,13.75,11.916,18.516
"979",2022-07-29 05:00:00,11.236,18.331,16.903,13.654,11.916,18.542
"980",2022-07-29 05:30:00,11.334,18.331,16.999,13.654,11.916,18.558
"981",2022-07-29 06:00:00,11.334,18.331,16.999,13.75,12.013,18.542
"982",2022-07-29 06:30:00,11.334,18.331,16.999,13.654,11.916,18.516
"983",2022-07-29 07:00:00,11.236,18.331,16.999,13.75,11.916,18.542
"984",2022-07-29 07:30:00,11.334,18.331,17.094,13.75,11.916,18.525
"985",2022-07-29 08:00:00,11.236,18.331,16.999,13.654,11.916,18.499
"986",2022-07-29 08:30:00,11.236,18.331,16.999,13.654,12.013,18.457
"987",2022-07-29 09:00:00,11.334,18.331,16.999,13.654,11.916,18.449
"988",2022-07-29 09:30:00,11.334,18.331,17.094,13.654,11.916,18.407
"989",2022-07-29 10:00:00,11.431,18.806,17.57,14.23,12.11,18.432
"990",2022-07-29 10:30:00,11.431,18.806,17.665,14.134,12.013,18.466
"991",2022-07-29 11:00:00,11.431,18.806,17.665,14.23,12.11,18.508
"992",2022-07-29 11:30:00,11.431,18.901,17.855,14.134,12.207,18.525
"993",2022-07-29 12:00:00,11.431,18.806,17.855,14.134,12.207,18.516
"994",2022-07-29 12:30:00,11.528,18.806,18.14,14.134,12.207,18.55
"995",2022-07-29 13:00:00,11.528,18.711,17.855,14.038,12.304,18.626
"996",2022-07-29 13:30:00,11.625,18.901,17.76,14.134,12.304,18.726
"997",2022-07-29 14:00:00,11.625,18.806,17.57,13.75,12.207,18.76
"998",2022-07-29 14:30:00,11.431,18.806,17.57,13.942,12.304,18.836
"999",2022-07-29 15:00:00,11.722,18.996,18.14,13.942,12.207,18.903
"1000",2022-07-29 15:30:00,11.722,19.092,17.76,14.325,12.207,18.928
"1001",2022-07-29 16:00:00,11.819,19.282,17.855,14.613,12.304,18.953
"1002",2022-07-29 16:30:00,11.625,19.092,17.855,13.942,12.304,19.121
"1003",2022-07-29 17:00:00,23.581,19.187,17.855,14.23,12.11,19.196
"1004",2022-07-29 17:30:00,24.351,19.092,17.57,14.038,12.207,19.188
"1005",2022-07-29 18:00:00,23.388,19.187,17.379,14.325,12.401,19.045
"1006",2022-07-29 18:30:00,22.429,19.187,17.284,13.75,12.401,19.221
"1007",2022-07-29 19:00:00,22.142,18.996,17.475,14.23,12.013,19.188
"1008",2022-07-29 19:30:00,20.424,18.901,17.475,13.461,12.401,19.272
"1009",2022-07-29 20:00:00,19.853,18.806,17.189,13.846,12.11,19.297
"1010",2022-07-29 20:30:00,19.948,18.806,17.379,14.23,12.11,19.129
"1011",2022-07-29 21:00:00,19.472,18.806,17.284,13.846,12.11,19.33
"1012",2022-07-29 21:30:00,19.662,18.806,17.189,13.942,12.207,19.221
"1013",2022-07-29 22:00:00,19.567,18.711,17.094,13.942,12.11,19.213
"1014",2022-07-29 22:30:00,19.092,18.806,17.379,13.846,12.11,19.221
"1015",2022-07-29 23:00:00,19.092,18.901,17.094,13.846,12.207,19.205
"1016",2022-07-29 23:30:00,18.711,18.901,17.284,14.038,12.11,19.272
"1017",2022-07-30 00:00:00,18.806,18.806,17.284,13.75,12.304,19.28
"1018",2022-07-30 00:30:00,18.711,18.806,17.189,13.942,12.11,19.138
"1019",2022-07-30 01:00:00,18.426,18.901,16.903,13.942,12.013,19.263
"1020",2022-07-30 01:30:00,18.426,18.901,17.189,13.846,12.11,19.213
"1021",2022-07-30 02:00:00,18.236,18.806,17.189,13.846,12.207,19.188
"1022",2022-07-30 02:30:00,18.426,18.806,17.094,13.942,12.013,19.112
"1023",2022-07-30 03:00:00,18.236,18.806,17.284,13.942,12.11,19.045
"1024",2022-07-30 03:30:00,18.14,18.901,17.379,13.846,12.11,19.02
"1025",2022-07-30 04:00:00,18.331,18.806,17.379,13.942,12.11,18.97
"1026",2022-07-30 04:30:00,18.236,18.806,17.094,14.038,12.11,18.919
"1027",2022-07-30 05:00:00,18.236,18.806,17.094,13.846,12.207,18.886
"1028",2022-07-30 05:30:00,18.14,18.806,17.189,13.75,12.207,18.861
"1029",2022-07-30 06:00:00,17.95,18.806,17.189,13.846,12.11,18.794
"1030",2022-07-30 06:30:00,18.331,18.806,17.189,13.942,12.013,18.752
"1031",2022-07-30 07:00:00,18.14,18.806,17.284,13.846,12.11,18.743
"1032",2022-07-30 07:30:00,18.045,18.806,17.284,13.942,12.11,18.676
"1033",2022-07-30 08:00:00,18.236,18.806,17.094,13.846,12.207,18.668
"1034",2022-07-30 08:30:00,18.616,18.711,17.189,13.75,12.207,18.651
"1035",2022-07-30 09:00:00,18.996,18.711,17.189,13.942,12.11,18.617
"1036",2022-07-30 09:30:00,19.187,18.806,17.189,13.942,12.11,18.592
"1037",2022-07-30 10:00:00,21.282,18.996,17.855,14.23,12.304,18.592
"1038",2022-07-30 10:30:00,21.855,19.092,17.855,14.134,12.304,18.651
"1039",2022-07-30 11:00:00,22.621,19.092,17.95,14.23,12.304,18.693
"1040",2022-07-30 11:30:00,22.908,19.187,17.76,14.325,12.304,18.76
"1041",2022-07-30 12:00:00,23.581,19.092,18.045,14.23,12.304,18.752
"1042",2022-07-30 12:30:00,24.448,19.282,18.236,14.23,12.497,18.752
"1043",2022-07-30 13:00:00,24.448,19.282,18.236,14.23,12.304,18.861
"1044",2022-07-30 13:30:00,24.545,19.377,17.95,14.421,12.401,18.961
"1045",2022-07-30 14:00:00,26.292,19.377,17.76,14.23,12.69,19.003
"1046",2022-07-30 14:30:00,27.272,19.377,17.95,14.038,12.497,19.003
"1047",2022-07-30 15:00:00,26.488,19.377,18.045,14.23,12.594,19.121
"1048",2022-07-30 15:30:00,27.272,19.472,18.045,14.517,12.594,19.272
"1049",2022-07-30 16:00:00,26.292,19.377,18.331,14.23,12.401,19.221
"1050",2022-07-30 16:30:00,26.292,19.567,17.379,14.421,12.497,19.406
"1051",2022-07-30 17:00:00,25.61,19.567,17.76,14.134,12.401,19.314
"1052",2022-07-30 17:30:00,25.513,19.567,17.95,14.325,12.497,19.322
"1053",2022-07-30 18:00:00,24.062,19.377,17.57,14.038,12.594,19.431
"1054",2022-07-30 18:30:00,23.196,19.472,17.665,14.421,12.401,19.448
"1055",2022-07-30 19:00:00,21.855,19.377,17.57,14.421,12.304,19.431
"1056",2022-07-30 19:30:00,20.996,19.187,17.855,14.134,12.497,19.464
"1057",2022-07-30 20:00:00,20.615,19.282,17.855,14.038,12.497,19.54
"1058",2022-07-30 20:30:00,20.519,19.187,17.57,14.517,12.11,19.389
"1059",2022-07-30 21:00:00,20.234,19.187,17.284,13.942,12.304,19.381
"1060",2022-07-30 21:30:00,20.138,19.282,17.665,14.038,12.401,19.423
"1061",2022-07-30 22:00:00,19.948,19.187,17.57,14.421,12.207,19.414
"1062",2022-07-30 22:30:00,19.853,19.282,17.475,14.038,12.401,19.406
"1063",2022-07-30 23:00:00,19.567,19.187,17.665,14.038,12.401,19.423
"1064",2022-07-30 23:30:00,19.472,19.187,17.475,14.421,12.207,19.439
"1065",2022-07-31 00:00:00,18.806,19.187,17.379,14.134,12.304,19.431
"1066",2022-07-31 00:30:00,18.901,19.187,17.57,14.038,12.401,19.356
"1067",2022-07-31 01:00:00,18.901,19.187,17.57,14.134,12.401,19.448
"1068",2022-07-31 01:30:00,18.806,19.187,17.665,14.038,12.401,19.372
"1069",2022-07-31 02:00:00,18.521,19.187,17.475,14.134,12.304,19.431
"1070",2022-07-31 02:30:00,18.806,19.187,17.284,14.23,12.207,19.372
"1071",2022-07-31 03:00:00,18.616,19.187,17.475,14.23,12.304,19.339
"1072",2022-07-31 03:30:00,18.331,19.187,17.57,13.942,12.401,19.305
"1073",2022-07-31 04:00:00,18.236,19.187,17.475,14.134,12.304,19.23
"1074",2022-07-31 04:30:00,18.331,19.187,17.57,14.134,12.304,19.196
"1075",2022-07-31 05:00:00,18.14,19.187,17.379,14.134,12.401,19.154
"1076",2022-07-31 05:30:00,18.236,19.092,17.379,14.23,12.304,19.096
"1077",2022-07-31 06:00:00,18.901,19.092,17.475,14.23,12.304,19.062
"1078",2022-07-31 06:30:00,18.331,19.187,17.57,13.942,12.497,19.037
"1079",2022-07-31 07:00:00,18.236,19.187,17.57,14.134,12.304,18.97
"1080",2022-07-31 07:30:00,18.616,19.187,17.57,14.23,12.304,18.961
"1081",2022-07-31 08:00:00,18.521,19.187,17.475,14.134,12.304,18.928
"1082",2022-07-31 08:30:00,18.521,19.092,17.475,14.134,12.304,18.903
"1083",2022-07-31 09:00:00,19.187,19.092,17.475,14.134,12.401,18.861
"1084",2022-07-31 09:30:00,19.567,19.092,17.57,14.134,12.401,18.827
"1085",2022-07-31 10:00:00,21.378,19.282,18.045,14.517,12.401,18.852
"1086",2022-07-31 10:30:00,22.142,19.282,18.236,14.421,12.401,18.911
"1087",2022-07-31 11:00:00,22.525,19.377,18.14,14.517,12.401,18.945
"1088",2022-07-31 11:30:00,22.525,19.567,18.426,14.421,12.594,18.995
"1089",2022-07-31 12:00:00,21.951,19.567,18.236,14.325,12.594,19.012
"1090",2022-07-31 12:30:00,22.717,19.567,18.521,14.421,12.594,18.97
"1091",2022-07-31 13:00:00,25.222,19.567,18.14,14.517,12.69,19.096
"1092",2022-07-31 13:30:00,24.158,19.567,18.236,14.421,12.69,19.548
"1093",2022-07-31 14:00:00,26.39,19.662,18.045,14.421,12.787,19.188
"1094",2022-07-31 14:30:00,26.097,19.567,18.331,14.325,12.787,19.305
"1095",2022-07-31 15:00:00,26.097,19.662,18.236,14.709,12.594,19.33
"1096",2022-07-31 15:30:00,25.902,19.758,17.95,14.517,12.787,19.816
"1097",2022-07-31 16:00:00,25.805,19.662,18.331,14.709,12.594,19.95
"1098",2022-07-31 16:30:00,25.416,19.758,18.045,14.325,12.594,19.691
"1099",2022-07-31 17:00:00,25.319,19.758,18.426,14.421,12.883,19.716
"1100",2022-07-31 17:30:00,24.641,19.758,18.14,14.517,12.98,19.816
"1101",2022-07-31 18:00:00,22.429,19.662,18.045,14.613,12.497,19.741
"1102",2022-07-31 18:30:00,22.621,19.662,17.665,14.325,12.69,19.749
"1103",2022-07-31 19:00:00,21.473,19.567,18.14,14.23,12.69,19.824
"1104",2022-07-31 19:30:00,20.996,19.567,17.76,14.709,12.594,19.875
"1105",2022-07-31 20:00:00,20.901,19.567,17.855,14.517,12.594,19.883
"1106",2022-07-31 20:30:00,20.615,19.472,17.95,13.942,12.69,19.908
"1107",2022-07-31 21:00:00,20.329,19.472,17.76,14.325,12.497,20.009
"1108",2022-07-31 21:30:00,20.234,19.472,17.855,14.325,12.401,19.95
"1109",2022-07-31 22:00:00,20.043,19.472,17.95,14.517,12.497,19.808
"1110",2022-07-31 22:30:00,20.138,19.567,17.855,14.23,12.497,19.942
"1111",2022-07-31 23:00:00,20.043,19.472,17.855,14.517,12.401,19.85
"1112",2022-07-31 23:30:00,19.853,19.472,17.76,14.325,12.594,19.816
"1113",2022-08-01 00:00:00,19.948,19.472,17.855,14.325,12.69,19.724
"1114",2022-08-01 00:30:00,19.758,19.472,17.855,14.421,12.497,19.707
"1115",2022-08-01 01:00:00,19.758,19.472,17.95,14.134,12.497,19.632
"1116",2022-08-01 01:30:00,19.567,19.472,17.855,14.421,12.497,19.582
"1117",2022-08-01 02:00:00,19.662,19.472,17.57,14.517,12.497,19.557
"1118",2022-08-01 02:30:00,19.187,19.472,17.665,14.325,12.594,19.523
"1119",2022-08-01 03:00:00,18.996,19.472,17.855,14.23,12.594,19.49
"1120",2022-08-01 03:30:00,18.901,19.472,17.855,14.421,12.497,19.439
"1121",2022-08-01 04:00:00,18.806,19.472,17.76,14.421,12.594,19.431
"1122",2022-08-01 04:30:00,18.806,19.472,17.665,14.23,12.594,19.372
"1123",2022-08-01 05:00:00,18.711,19.472,17.76,14.421,12.401,19.33
"1124",2022-08-01 05:30:00,18.616,19.472,17.76,14.23,12.594,19.322
"1125",2022-08-01 06:00:00,18.711,19.472,17.76,14.23,12.69,19.28
"1126",2022-08-01 06:30:00,18.616,19.472,17.665,14.421,12.497,19.247
"1127",2022-08-01 07:00:00,18.806,19.377,17.76,14.421,12.497,19.213
"1128",2022-08-01 07:30:00,18.711,19.377,17.855,14.325,12.497,19.188
"1129",2022-08-01 08:00:00,18.806,19.377,17.855,14.421,12.594,19.154
"1130",2022-08-01 08:30:00,19.377,19.377,17.855,14.325,12.594,19.129
"1131",2022-08-01 09:00:00,19.567,19.377,17.855,14.325,12.594,19.087
"1132",2022-08-01 09:30:00,19.758,19.377,17.855,14.23,12.594,19.054
"1133",2022-08-01 10:00:00,20.901,19.472,17.855,14.517,12.594,19.062
"1134",2022-08-01 10:30:00,20.71,19.472,18.14,14.517,12.594,19.121
"1135",2022-08-01 11:00:00,21.282,19.472,18.331,14.517,12.69,19.138
"1136",2022-08-01 11:30:00,22.908,19.662,18.426,14.613,12.69,19.196
"1137",2022-08-01 12:00:00,23.484,19.567,18.521,14.613,12.787,19.238
"1138",2022-08-01 12:30:00,22.525,19.758,18.521,14.709,12.69,19.247
"1139",2022-08-01 13:00:00,25.125,19.662,18.806,14.709,12.69,19.305
"1140",2022-08-01 13:30:00,25.902,19.758,18.521,14.709,12.883,19.322
"1141",2022-08-01 14:00:00,25.902,19.853,18.14,14.709,12.883,19.431
"1142",2022-08-01 14:30:00,25.902,19.853,18.331,14.517,12.883,19.448
"1143",2022-08-01 15:00:00,25.222,19.853,18.616,14.709,12.883,19.473
"1144",2022-08-01 15:30:00,25.805,19.853,18.331,14.804,12.787,19.557
"1145",2022-08-01 16:00:00,24.158,19.853,18.711,14.996,12.883,19.607
"1146",2022-08-01 16:30:00,25.125,20.043,18.426,14.613,12.883,19.64
"1147",2022-08-01 17:00:00,22.429,19.758,18.426,14.517,12.69,19.691
"1148",2022-08-01 17:30:00,21.76,19.758,18.236,14.804,12.883,19.883
"1149",2022-08-01 18:00:00,21.282,19.662,18.426,14.517,12.69,19.699
"1150",2022-08-01 18:30:00,20.996,19.662,18.045,14.709,12.883,19.732
"1151",2022-08-01 19:00:00,21.091,19.662,17.95,14.421,12.69,19.749
"1152",2022-08-01 19:30:00,20.615,19.662,18.045,14.9,12.69,19.841
"1153",2022-08-01 20:00:00,20.424,19.662,18.045,14.517,12.69,19.799
"1154",2022-08-01 20:30:00,20.329,19.662,17.95,14.421,12.69,19.799
"1155",2022-08-01 21:00:00,20.043,19.662,18.331,14.613,12.497,19.682
"1156",2022-08-01 21:30:00,20.138,19.662,17.57,14.9,12.594,19.9
"1157",2022-08-01 22:00:00,19.948,19.567,18.521,14.134,12.883,19.824
"1158",2022-08-01 22:30:00,19.758,19.662,17.855,14.613,12.497,19.799
"1159",2022-08-01 23:00:00,19.567,19.662,18.045,14.517,12.69,19.749
"1160",2022-08-01 23:30:00,19.472,19.758,18.045,14.421,12.69,19.707
"1161",2022-08-02 00:00:00,19.377,19.662,17.665,14.709,12.497,19.64
"1162",2022-08-02 00:30:00,19.567,19.662,17.855,14.613,12.69,19.598
"1163",2022-08-02 01:00:00,19.567,19.662,18.045,14.325,12.69,19.557
"1164",2022-08-02 01:30:00,19.567,19.662,18.14,14.517,12.883,19.498
"1165",2022-08-02 02:00:00,19.472,19.662,18.236,14.613,12.787,19.456
"1166",2022-08-02 02:30:00,19.472,19.567,18.045,14.421,12.594,19.406
"1167",2022-08-02 03:00:00,19.377,19.567,17.95,14.613,12.497,19.372
"1168",2022-08-02 03:30:00,19.472,19.567,17.665,14.709,12.69,19.322
"1169",2022-08-02 04:00:00,19.282,19.472,17.95,14.325,12.883,19.272
"1170",2022-08-02 04:30:00,19.377,19.472,18.14,14.421,12.69,19.23
"1171",2022-08-02 05:00:00,19.282,19.377,17.95,14.517,12.69,19.196
"1172",2022-08-02 05:30:00,19.092,19.377,17.855,14.421,12.69,19.138
"1173",2022-08-02 06:00:00,19.092,19.282,18.14,14.517,12.594,19.079
"1174",2022-08-02 06:30:00,19.187,19.282,17.855,14.804,12.69,19.062
"1175",2022-08-02 07:00:00,19.187,19.187,18.045,14.325,12.69,19.02
"1176",2022-08-02 07:30:00,19.282,19.187,17.665,14.421,12.69,18.961
"1177",2022-08-02 08:00:00,19.282,19.187,18.236,14.421,12.69,18.919
"1178",2022-08-02 08:30:00,19.377,19.092,18.236,14.421,12.787,18.877
"1179",2022-08-02 09:00:00,19.472,19.092,18.331,14.613,12.69,18.844
"1180",2022-08-02 09:30:00,19.092,18.996,18.14,14.613,12.69,18.777
"1181",2022-08-02 10:00:00,20.043,19.377,18.521,14.804,12.883,18.768
"1182",2022-08-02 10:30:00,20.043,19.377,18.331,14.613,12.883,18.802
"1183",2022-08-02 11:00:00,20.138,19.282,18.331,14.709,12.787,18.827
"1184",2022-08-02 11:30:00,22.046,19.282,18.616,14.709,12.883,18.819
"1185",2022-08-02 12:00:00,21.378,19.472,18.806,14.709,12.883,18.861
"1186",2022-08-02 12:30:00,23.196,19.472,19.092,14.709,12.98,18.911
"1187",2022-08-02 13:00:00,25.028,19.472,18.711,14.804,12.98,18.928
"1188",2022-08-02 13:30:00,25.513,19.567,19.092,14.709,13.076,19.012
"1189",2022-08-02 14:00:00,25.513,19.567,18.901,14.804,13.076,19.045
"1190",2022-08-02 14:30:00,25.222,19.662,19.092,14.709,13.076,19.104
"1191",2022-08-02 15:00:00,25.513,19.567,18.996,15.091,12.98,19.196
"1192",2022-08-02 15:30:00,25.319,19.662,19.187,14.9,13.076,19.247
"1193",2022-08-02 16:00:00,24.931,19.662,18.616,15.187,12.883,19.288
"1194",2022-08-02 16:30:00,23.581,19.567,18.996,14.709,13.173,19.356
"1195",2022-08-02 17:00:00,24.351,19.662,18.996,14.9,12.98,19.423
"1196",2022-08-02 17:30:00,23.773,19.758,18.711,14.613,13.076,19.397
"1197",2022-08-02 18:00:00,21.473,19.662,18.996,14.996,12.98,19.481
"1198",2022-08-02 18:30:00,21.855,19.662,18.996,14.613,12.98,19.464
"1199",2022-08-02 19:00:00,20.043,19.472,18.711,14.709,12.69,19.49
"1200",2022-08-02 19:30:00,19.662,19.567,18.901,14.613,13.076,19.414
"1201",2022-08-02 20:00:00,19.662,19.567,18.616,14.613,12.883,19.356
"1202",2022-08-02 20:30:00,19.472,19.567,18.521,14.613,12.98,19.314
"1203",2022-08-02 21:00:00,19.282,19.472,18.711,14.9,12.787,19.255
"1204",2022-08-02 21:30:00,19.092,19.377,18.616,14.804,12.883,19.213
"1205",2022-08-02 22:00:00,18.901,19.377,18.616,14.709,12.883,19.146
"1206",2022-08-02 22:30:00,18.616,19.377,18.521,14.613,12.883,19.138
"1207",2022-08-02 23:00:00,18.996,19.282,18.521,14.804,12.883,19.07
"1208",2022-08-02 23:30:00,19.187,19.282,18.616,14.613,12.98,19.037
"1209",2022-08-03 00:00:00,18.996,19.187,18.711,14.9,12.883,19.003
"1210",2022-08-03 00:30:00,18.616,19.187,18.806,14.804,12.883,18.961
"1211",2022-08-03 01:00:00,18.521,19.092,18.521,14.613,13.076,18.919
"1212",2022-08-03 01:30:00,18.616,19.092,18.616,14.709,12.883,18.886
"1213",2022-08-03 02:00:00,18.521,19.092,18.711,14.709,12.883,18.827
"1214",2022-08-03 02:30:00,18.331,18.996,18.806,14.709,12.883,18.81
"1215",2022-08-03 03:00:00,18.711,18.996,18.616,14.709,12.98,18.777
"1216",2022-08-03 03:30:00,18.521,18.996,18.616,14.709,12.883,18.743
"1217",2022-08-03 04:00:00,18.616,18.901,18.711,14.709,12.883,18.684
"1218",2022-08-03 04:30:00,18.426,18.806,18.616,14.613,12.883,18.651
"1219",2022-08-03 05:00:00,18.616,18.806,18.711,14.804,12.883,18.6
"1220",2022-08-03 05:30:00,18.521,18.806,18.616,14.613,12.883,18.575
"1221",2022-08-03 06:00:00,18.521,18.711,18.616,14.709,12.883,18.525
"1222",2022-08-03 06:30:00,18.521,18.711,18.331,14.709,12.883,18.466
"1223",2022-08-03 07:00:00,18.521,18.616,18.616,14.709,12.883,18.432
"1224",2022-08-03 07:30:00,18.616,18.616,18.426,14.709,12.69,18.365
"1225",2022-08-03 08:00:00,18.521,18.521,18.521,14.709,12.883,18.314
"1226",2022-08-03 08:30:00,18.521,18.426,18.331,14.709,12.98,18.247
"1227",2022-08-03 09:00:00,18.521,18.426,18.331,14.613,12.98,18.197
"1228",2022-08-03 09:30:00,18.521,18.331,18.14,14.613,12.883,18.138
"1229",2022-08-03 10:00:00,22.429,18.521,18.521,14.9,12.883,18.171
"1230",2022-08-03 10:30:00,20.996,18.616,18.711,14.9,13.173,18.155
"1231",2022-08-03 11:00:00,23.388,18.616,18.711,14.709,13.076,18.146
"1232",2022-08-03 11:30:00,23.966,18.711,18.806,15.091,13.173,18.188
"1233",2022-08-03 12:00:00,24.158,18.711,18.806,14.804,13.173,18.197
"1234",2022-08-03 12:30:00,24.641,18.806,18.616,14.9,13.173,18.264
"1235",2022-08-03 13:00:00,24.835,18.806,18.806,14.996,13.076,18.314
"1236",2022-08-03 13:30:00,24.931,18.901,18.806,15.091,13.269,18.382
"1237",2022-08-03 14:00:00,24.835,18.996,18.806,15.091,13.365,18.39
"1238",2022-08-03 14:30:00,24.351,19.092,18.806,15.091,13.173,18.483
"1239",2022-08-03 15:00:00,24.351,19.092,18.901,14.996,13.269,18.558
"1240",2022-08-03 15:30:00,24.062,19.092,18.901,15.282,13.173,18.651
"1241",2022-08-03 16:00:00,23.677,19.092,18.996,15.282,13.173,18.726
"1242",2022-08-03 16:30:00,23.196,19.092,19.187,15.091,13.269,18.802
"1243",2022-08-03 17:00:00,22.046,18.996,18.996,15.282,13.269,18.861
"1244",2022-08-03 17:30:00,21.951,19.187,18.996,14.9,13.173,18.894
"1245",2022-08-03 18:00:00,21.569,19.092,18.901,15.187,13.076,18.928
"1246",2022-08-03 18:30:00,21.091,19.092,18.806,15.187,13.269,18.953
"1247",2022-08-03 19:00:00,19.472,18.996,18.616,14.996,12.98,18.919
"1248",2022-08-03 19:30:00,19.187,18.901,18.521,14.9,13.076,18.903
"1249",2022-08-03 20:00:00,19.092,18.901,18.616,14.996,13.076,18.852
"1250",2022-08-03 20:30:00,18.996,18.806,18.616,14.996,13.173,18.819
"1251",2022-08-03 21:00:00,18.616,18.996,18.426,14.9,13.076,18.768
"1252",2022-08-03 21:30:00,18.616,18.901,18.521,14.9,13.173,18.743
"1253",2022-08-03 22:00:00,18.806,18.901,18.616,14.996,13.173,18.71
"1254",2022-08-03 22:30:00,18.616,18.901,18.521,15.091,13.173,18.684
"1255",2022-08-03 23:00:00,18.045,18.806,18.616,14.9,13.076,18.668
"1256",2022-08-03 23:30:00,17.855,18.806,18.521,14.709,13.076,18.626
"1257",2022-08-04 00:00:00,18.045,18.806,18.521,14.804,13.076,18.592
"1258",2022-08-04 00:30:00,17.95,18.806,18.426,14.9,13.076,18.558
"1259",2022-08-04 01:00:00,18.045,18.711,18.426,14.996,13.173,18.542
"1260",2022-08-04 01:30:00,17.95,18.711,18.521,14.9,13.076,18.525
"1261",2022-08-04 02:00:00,18.045,18.711,18.521,14.9,13.076,18.483
"1262",2022-08-04 02:30:00,17.475,18.616,18.521,15.091,12.98,18.441
"1263",2022-08-04 03:00:00,18.521,18.616,18.521,14.9,13.076,18.457
"1264",2022-08-04 03:30:00,18.331,18.616,18.521,14.996,13.076,18.415
"1265",2022-08-04 04:00:00,18.14,18.616,18.521,14.804,13.173,18.373
"1266",2022-08-04 04:30:00,18.236,18.521,18.426,14.9,13.076,18.357
"1267",2022-08-04 05:00:00,18.14,18.521,18.426,14.9,13.076,18.323
"1268",2022-08-04 05:30:00,18.14,18.521,18.426,14.9,13.076,18.298
"1269",2022-08-04 06:00:00,18.14,18.426,18.521,14.996,12.98,18.272
"1270",2022-08-04 06:30:00,18.045,18.426,18.426,14.9,13.076,18.23
"1271",2022-08-04 07:00:00,18.045,18.426,18.426,14.804,13.076,18.197
"1272",2022-08-04 07:30:00,18.045,18.331,18.426,14.996,13.076,18.163
"1273",2022-08-04 08:00:00,18.331,18.331,18.331,14.996,13.076,18.138
"1274",2022-08-04 08:30:00,18.236,18.331,18.331,14.9,13.076,18.079
"1275",2022-08-04 09:00:00,18.331,18.331,18.331,14.9,13.076,18.045
"1276",2022-08-04 09:30:00,18.426,18.236,18.236,14.9,13.076,17.995
"1277",2022-08-04 10:00:00,22.429,18.426,18.616,15.187,13.173,18.028
"1278",2022-08-04 10:30:00,22.908,18.426,18.616,15.091,13.269,18.062
"1279",2022-08-04 11:00:00,23.196,18.521,18.711,15.187,13.269,18.079
"1280",2022-08-04 11:30:00,23.677,18.616,18.806,14.996,13.461,18.096
"1281",2022-08-04 12:00:00,24.158,18.711,18.901,15.091,13.365,18.155
